Contact ID;Master;Recent Conversion;Original Source Drill-Down 2;Original Source Drill-Down 1;Original Source;IP Country;Momento
4941051;Dirección de Ventas B2B;IT & Digital: Tendencias del mercado y cómo potenciar tu perfil | Nuclio Digital School: Evento Tendencias del mercado 16/07/2019;;nuclio.school/eventos;Direct Traffic;spain;Concertado
4936651;Dirección de Ventas B2B;Facebook Lead Ads: Testing B2B Sales-final-copy-copy;st-testing-salesb2b-intereses;Facebook;Paid Social;;
4936601;Dirección de Ventas B2B;Facebook Lead Ads: Testing B2B Sales-final-copy-copy;st-testing-salesb2b-intereses;Facebook;Paid Social;;Concertado
4936551;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Entrevistado
7108151;Digital Product Management;Registro de Matrícula programas Nuclio School | Nuclio Digital School: Formulario Matriculación Máster;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Matrícula enviada
4924601;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;nuclio.school/;Direct Traffic;spain;
4919101;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Concertado
4915851;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;LinkedIn;Social Media;spain;
4894201;Digital Product Management;Máster Digital Product Management - Máster Intensivo | Nuclio Digital School: Descarga Catalogo Digital Product Manager;project manager barcelona;digital product management - search;Paid Search;spain;Contactado Efectivo
4905401;Digital Product Management;Registro de Matrícula programas Nuclio School | Nuclio Digital School: Formulario Matriculación Máster;digital product manager;st-product-search-long;Paid Search;spain;Matriculado
4902901;;;EMAIL_INTEGRATION;SALES;Offline Sources;;
4899101;Dirección de Ventas B2B;Máster en Dirección de Ventas B2B, para tecnológicas y SaaS. | Nuclio Digital School: Sales Operation - Form Landing;;LinkedIn;Social Media;spain;Contactado Efectivo
4898751;Dirección de Ventas B2B;Solicita información | Nuclio Digital School: Solicitar información Digital School;;LinkedIn;Social Media;spain;Contactado Efectivo
4898151;Dirección de Ventas B2B;Cómo crear una startup como Privalia - Lucas Carné - Nuclio digital School: 27/04/2020 Digital Weeks - Lucas Carné;SIDEKICK;SALES;Offline Sources;spain;Contactado Efectivo
4895801;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;ireland;Contactado Efectivo
2879001;Digital Product Management;Registro de Matrícula programas Nuclio School | Nuclio Digital School: Formulario Matriculación Máster;;nuclio.school/programas-formativos;Direct Traffic;spain;Matrícula enviada
4887551;Digital Product Management;Descarga catálogo Product Manager | Nuclio Digital School: Descarga Catalogo Digital Product Manager;descarga catálogo - digital product manager;Facebook;Paid Social;spain;Contactado Efectivo
4885501;Digital Product Management;Meetings Link: jorge-jimenez;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Entrevistado
4884301;Data Science;Facebook Lead Ads: Leads Augmented Analytics;jg-testing-newmaster-augmented-fads;Facebook;Paid Social;;Contactado Efectivo
4881401;Analítica SEO & PPC - Curso;Como salir vivo de un Tsunami económico con tu startup - Josep Coll - Nuclio digital School: 7/04/2020 Digital Weeks - Josep Coll;;nuclio.school/master-augmented-analytics-inteligencia-artificial-aplicada-al-negocio;Direct Traffic;spain;Entrevistado
4880251;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Contactado Efectivo
4849951;Digital Traffic Management;Cómo captar los clientes que tu marca necesita | Nuclio Digital School: Evento Findthatlead 31/07/2019  ;GOOGLE;Unknown keywords (SSL);Organic Search;spain;Entrevistado
4850501;;;BCC_TO_CRM;SALES;Offline Sources;spain;
4849851;Dirección de Ventas B2B;Meetings Link: jorge-jimenez;;nuclio.school/;Direct Traffic;spain;Contactado Efectivo
4849501;Master en UX/UI;Facebook Lead Ads: UX/UI Design Form;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;Contactado Efectivo
4847801;Data Science;Facebook Lead Ads: Leads Augmented Analytics;st-testing-augmented-intereses;Facebook;Paid Social;;Contactado Efectivo
4843201;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;LinkedIn;Social Media;spain;
4844301;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;nuclio.school/events/nuevas-estrategias-de-b2b-y-outbound-sales;Direct Traffic;spain;
4840101;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;nuclio.school/events/nuevas-estrategias-de-b2b-y-outbound-sales;Direct Traffic;spain;
4839251;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;nuclio.school/events/nuevas-estrategias-de-b2b-y-outbound-sales;Direct Traffic;spain;
4831701;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;
4827651;Digital Traffic Management;Facebook Lead Ads: v2 - Leads Digital Marketing - Enero 2019-copy-copy;campaña traffic management marzo 2019;Facebook;Paid Social;;Contactado Efectivo
4825351;Dirección de Ventas B2B;Facebook Lead Ads: Testing B2B Sales-final-copy-copy;st-testing-salesb2b-intereses;Facebook;Paid Social;spain;
4822151;Data Science;Máster Digital Traffic Management | SEO, SEM, SOCIAL ADS & Analytics: Descarga Catalogo Digital Traffic manager;GOOGLE;Unknown keywords (SSL);Organic Search;ireland;Contactado Efectivo
4817501;Dirección de Ventas B2B;Facebook Lead Ads: Testing B2B Sales-final-copy-copy;st-testing-salesb2b-intereses;Facebook;Paid Social;spain;Contactado Efectivo
4814001;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;
4792151;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;GOOGLE;Unknown keywords (SSL);Organic Search;spain;
4630151;Dirección de Ventas B2B;7 vidas tiene una startup - Pepe Agell - Nuclio digital School: 29/04/2020 Digital Weeks - Pepe Agell;;LinkedIn;Social Media;spain;Contactado Efectivo
4781651;Data Science;EVENTO | Cómo construir un modelo de ventas escalable para startups B2B - Nuclio digital School: 28/01/2020 Evento B2B enero 2020;CRM_UI;CONTACTS;Offline Sources;spain;Entrevistado
4671601;Full Stack Development;Máster Full Stack Developer | Nuclio Digital School: Descarga Catalogo Fullstack;;LinkedIn;Social Media;spain;Contactado Efectivo
4779951;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;LinkedIn;Social Media;spain;
4779801;;;EMAIL_INTEGRATION;SALES;Offline Sources;spain;
4755101;Digital Product Management;Digital Product Management - Máster Intensivo | Nuclio Digital School: Descarga Catalogo Digital Product Manager;GOOGLE;Unknown keywords (SSL);Organic Search;spain;
4772151;;Cómo captar los clientes que tu marca necesita | Nuclio Digital School: Evento Findthatlead 31/07/2019  ;GOOGLE;Unknown keywords (SSL);Organic Search;spain;
4770701;Digital Product Management;Digital Product Management - Máster Intensivo | Nuclio Digital School: Descarga Catalogo Digital Product Manager;;nuclio.school/digital-product-management-master-intensivo;Direct Traffic;spain;Contactado Efectivo
4766101;Dirección de Ventas B2B;Facebook Lead Ads: Testing B2B Sales-final-copy-copy;st-testing-salesb2b-intereses;Facebook;Paid Social;;Contactado Efectivo
4760052;Digital Product Management;Facebook Lead Ads: DPM Form Abril;;LinkedIn;Social Media;spain;
4756301;;Vender en tiempos de crisis: del 2008 a la coronacrisis - Javier Darriba - Nuclio digital School: 22/04/2020 Digital Weeks - Javier Darriba;;LinkedIn;Social Media;spain;
4742601;;¿Es mejor SEO o Influencers? - Ismael El Qudsi - Nuclio digital School: 8/05/2020 Digital Weeks - Ismael El Qudsi;;nuclio.school/;Direct Traffic;spain;
4754551;;;GOOGLE;Unknown keywords (SSL);Organic Search;spain;
4750501;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;nuclio.school/events/nuevas-estrategias-de-b2b-y-outbound-sales;Direct Traffic;spain;
4746501;Dirección de Ventas B2B;Máster en Dirección de Ventas B2B, para tecnológicas y SaaS. | Nuclio Digital School: Sales Operation - Form Landing;;nuclio.school/eventos;Direct Traffic;spain;Contactado Efectivo
4748651;;IT & Digital: Tendencias del mercado y cómo potenciar tu perfil | Nuclio Digital School: Evento Tendencias del mercado 16/07/2019;73063131;venta másters;Email Marketing;mexico;
4748551;;;SIDEKICK;SALES;Offline Sources;spain;
4744851;Digital Traffic Management;Tiempos de transformación - Rosa Tous - Nuclio digital School: 10/04/2020 Digital Weeks - Rosa Tous;c1d25565-f664-4089-9f0a-1734cc1b3a65;st-traffic-display-landing;Paid Search;spain;
4739501;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;Contactado Efectivo
4738351;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;Contactado Efectivo
4737051;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;Contactado Efectivo
4736051;Full Stack Development;Facebook Lead Ads: Testing Full Stack Development-final;st-testing-fullstack-intereses;Facebook;Paid Social;;
4712501;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;ireland;Contactado Efectivo
4711451;Dirección de Ventas B2B;Facebook Lead Ads: Testing B2B Sales-final-copy-copy;st-testing-salesb2b-intereses;Facebook;Paid Social;;Contactado Efectivo
4705501;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;LinkedIn;Social Media;spain;
4704801;Full Stack Development;Facebook Lead Ads: Testing Full Stack Development-final;st-testing-fullstack-intereses;Facebook;Paid Social;;Trámites e-mail
4700351;;Vender en tiempos de crisis: del 2008 a la coronacrisis - Javier Darriba - Nuclio digital School: 22/04/2020 Digital Weeks - Javier Darriba;;nuclio.school/events/nuevas-estrategias-de-b2b-y-outbound-sales;Direct Traffic;spain;
4692701;Dirección de Ventas B2B;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;LinkedIn;Social Media;spain;Contactado Efectivo
4688051;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;73063131;venta másters;Email Marketing;spain;
4678301;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Contactado Efectivo
4677951;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;;Facebook;Social Media;spain;
4676251;;Product Manager: ¿Cómo consigue el éxito del producto? - Nuclio digital School: Evento éxito del product manager;;nuclio.school/eventos;Direct Traffic;spain;
4675451;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;LinkedIn;Social Media;spain;
4670851;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;nuclio.school/advisory-board;Direct Traffic;spain;
4665001;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;LinkedIn;Social Media;spain;
4665051;;Como salir vivo de un Tsunami económico con tu startup - Josep Coll - Nuclio digital School: 7/04/2020 Digital Weeks - Josep Coll;;nuclio.school/eventos;Direct Traffic;spain;
4662351;;¿Es mejor SEO o Influencers? - Ismael El Qudsi - Nuclio digital School: 8/05/2020 Digital Weeks - Ismael El Qudsi;;LinkedIn;Social Media;spain;
4659501;Dirección de Ventas B2B;Café entre amigos - Dídac Lee - Nuclio digital School: 13/04/2020 Digital Weeks - Didac Lee;;LinkedIn;Social Media;spain;Contactado Efectivo
4658751;;La necesidad de la Cyberseguridad en la Transformación Digital | Nuclio Digital School: Evento Cyberseguridad 11/06/2019 ;;nuclio.school/events/nuevas-estrategias-de-b2b-y-outbound-sales;Direct Traffic;spain;
4655651;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;Twitter;Social Media;spain;
4652751;;;SIDEKICK;SALES;Offline Sources;spain;
3350401;Dirección de Ventas B2B;Máster Dirección de Ventas B2B | Nuclio Digital School: Sales Operation - Form Landing;;LinkedIn;Social Media;spain;
4647051;;;;nuclio.school/sales-operations-y-direccion-de-ventas-de-empresas-b2b-tecnologicas-y-saas;Direct Traffic;spain;
4644851;Digital Traffic Management;Facebook Lead Ads: v2 - Leads Digital Marketing - Enero 2019-copy-copy;campaña traffic management marzo 2019;Facebook;Paid Social;spain;Contactado Efectivo
4642801;;Crisis? What Crisis? - Carlos Blanco - Nuclio digital School: 31/03/2020 Digital Weeks - Carlos Blanco;;Instagram;Social Media;spain;
4641951;Dirección de Ventas B2B;Vender en tiempos de crisis: del 2008 a la coronacrisis - Javier Darriba - Nuclio digital School: 22/04/2020 Digital Weeks - Javier Darriba;;LinkedIn;Social Media;spain;Entrevistado
4639101;Executive Chief Digital Oficer;Facebook Lead Ads: Testing Business Innovation-copy;st-testing-innovation-intereses;Facebook;Paid Social;;
